ID,Contents,Lien Post,Nb Like,Nb Love,Nb Care,Nb Wow,Nb Sad,Nb Angry,Nb Haha,Company,Date,Culture & Celebration,Sport,Product,Promotion,Network,Survey,Event,Contest & Games,Other
132,"Profite de YouTube en illimité avec nos forfaits internet ! 40Go d’internet pour voir tes séries préférées !
Plus d’informations sur :
http://ore.do/forfaits-internet
استفد من يوتيوب غير محدود مع عروض الإنترنت !
40Go إنترنت لمشاهدة مسلسلاتك المفضلة
المزيد من المعلومات على : 
http://ore.do/forfaits-internet",https://www.facebook.com/OoredooDZ/posts/410442481556743?ref=embed_post,239,24,6,0,1,3,3,Ooredoo,2024-02-05,0,0,1,0,1,0,0,0,0
133,"Appelez en illimité vers tous les réseaux et sans engagement avec la nouvelle Dima + 2000
Profitez de 60Go d’Internet, ANAZIK, ANAFLIX & Facebook illimité
250 SMS
Le tout valable 30 jours
Pour plus d’informations, rendez-vous sur :
http://ore.do/dima-plus
مكالمات غير محدودة نحو كل الشبكات وبدون التزام مع عرض Dima + 2000 الجديد
استفيدوا من 60Go إنترنت وANAZIK وANAFLIX وفايسبوك غير محدود
250 رسالة قصيرة
الكل صالح لمدة 30 يوم
المزيد من المعلومات على :
http://ore.do/dima-plus",https://www.facebook.com/watch/?v=419883953715841&ref=sharing,264,26,5,0,0,2,1,Ooredoo,2024-02-06,0,0,1,1,0,0,0,0,0
134,"مبروك على الفائزين اللّي لعبوا معنا و ربحوا 
@Yacine Aklouche
@phan.tom031
أبقاو معانا، كل أسبوع كاين سؤال جديد!",https://www.facebook.com/OoredooDZ/posts/411640361436955?ref=embed_post,810,81,17,0,5,4,4,Ooredoo,2024-02-07,0,0,0,0,0,0,0,0,1
135,"كونيكتي كيما تحبّ مع اشتراكات الإنترنت تاع Ooredoo !
عندك من 50، 100، 300، 500، 1000 إلى غاية 1500.
خيّر بين يوتيوب غير محدود، فايسبوك غير محدود، أو قسيمات شراء!
قم بزيارة موقعنا على : 
http://ore.do/forfaits-internet 
#Ooredoo #OoredooDZ #Internet #Forfaits",https://www.facebook.com/OoredooDZ/posts/413514587916199?ref=embed_post,327,42,9,0,0,3,4,Ooredoo,2024-02-10,0,0,1,0,1,0,0,0,0
136,"تُهنئ Ooredoo المنتخب الوطني القطري على تتويجه بلقب كأس آسيا للمرة الثانية على التوالي وتتمنى له المزيد من التألق والنجاح.
Ooredoo extends its heartiest congratulations to the Qatari team on the well-deserved and magnificent victory it brought in the AFC Asian Cup 2024 and compliments it on its outstanding performance and remarkable achievement.",https://www.facebook.com/OoredooDZ/posts/414032884531036?ref=embed_post,304,33,7,0,0,2,29,Ooredoo,2024-02-11,1,0,0,0,0,0,1,0,0
137,"معSahla box ، كونيكتي دارك، واتمتع بحجم إنترنت إلى غاية 150Go !
المزيد من المعلومات على : 
http://ore.do/sahla-box
#Ooredoo #OoredooDZ #Box #Sahla_box",https://www.facebook.com/watch/?v=1572035583554362&ref=sharing,234,36,2,0,0,6,3,Ooredoo,2024-02-11,0,0,1,0,1,0,0,0,0
138,"60Go إنترنت ومكالمات غير محدودة نحو Ooredoo بـ 2000 دج في الشهر!
شكّل *500# واستفاد من مزايا La Gold Jdida.
المزيد من المعلومات على: 
https://www.ooredoo.dz/fr/personal/la-gold
#Ooredoo #OoredooDZ #Internet #Free_calls",https://www.facebook.com/watch/?v=6997963953591793&ref=sharing,293,42,2,0,0,3,7,Ooredoo,2024-02-12,0,0,1,0,1,0,0,0,0
139,"En cette Journée mondiale de la radio, Ooredoo rend hommage à la radio algérienne pour les efforts immenses qu’elle déploie à longueur d’année afin de créer des ponts entre les quatre coins de l’Algérie.
Célébrons tous la diversité des voix qui résonnent à travers les ondes !
 بمناسبة اليوم العالمي للإذاعة، تُثمن Ooredoo الجهود الدؤوبة التي تقوم بها الإذاعة الجزائرية على مر الزمن من خلال أصوات مذيعيها الذين يرافقون الجزائريين في كامل التراب الوطني على مدار الساعة، وتتمنى لها المزيد من التألق والنجاح.",https://www.facebook.com/OoredooDZ/posts/415231737744484?ref=embed_post,223,31,2,0,0,1,1,Ooredoo,2024-02-13,1,0,0,0,0,0,1,0,0
140,"مبروك على الفائزين اللّي لعبوا معنا و ربحوا 
@Marwa Ouarti
@isra_amir12 
أبقاو معانا، كل أسبوع كاين سؤال جديد!",https://www.facebook.com/OoredooDZ/posts/415849651016026?ref=embed_post,500,58,7,0,1,2,15,Ooredoo,2024-02-14,0,0,0,0,0,0,0,0,1
141,"مازال ما جرّبتش حظّك؟ واش راك تستنى !
حمّل My Ooredoo، شارك في لعبة SPIN and WIN واربح إلى غاية 30Go إنترنت !
حمّل تطبيقMy Ooredoo على👇
http://ore.do/y",https://www.facebook.com/watch/?v=24762088740101300&ref=sharing,279,48,7,1,1,4,2,Ooredoo,2024-02-14,0,0,1,0,0,0,0,1,0
142,"هنيئا للفائزين معنا في Quiz MCA.
تابعونا باش تربحوا نتوما ثاني !
Félicitations aux gagnants du Quiz MCA.
Restez branchés pour gagner vous aussi !",https://www.facebook.com/OoredooDZ/posts/417564957511162?ref=embed_post,324,38,4,0,7,3,1,Ooredoo,2024-02-17,0,0,0,0,0,0,1,1,0
143,"اتمتّعوا بأجمل الأفلام القديمة مع العائلة والأحباب مع القائمة اللّي وجّدناهالكم على ANAFLIX !
المزيد من المعلومات على: 
http://ore.do/4brgi
#Ooredoo #OoredooDZ #Films #ANAFLIX",https://www.facebook.com/watch/?v=1606095046920952&ref=sharing,178,28,6,0,0,1,1,Ooredoo,2024-02-17,0,0,0,0,0,0,0,0,1
144,"Le Directeur général de Ooredoo, M. Roni Tohme a été reçu par le wali de Tlemcen, M. Youcef Bechlaoui. Durant cette rencontre, ils ont échangé autour de la contribution de Ooredoo pour le développement du secteur de la téléphonie mobile et des opportunités de renforcement des investissements dans la région .
حظي المدير العام لـ .Ooredoo، السيد روني طعمه باستقبال من قبل والي تلمسان، السيد يوسف بشلاوي. تطرّق الطرفان، خلال هذا اللقاء، إلى مساهمة مؤسسة Ooredoo في تطوير قطاع الهاتف النقّال وفُرص تعزيز الاستثمارات في المنطقة.",https://www.facebook.com/OoredooDZ/posts/419363337331324?ref=embed_post,251,57,6,0,1,1,0,Ooredoo,2024-02-20,0,0,0,0,1,0,1,0,0
145,"مبروك على الفائزين اللّي لعبوا معنا و ربحوا 
@ᎯᎻᏞᎯ ᎷᎬ 
@farahfifi8073
أبقاو معانا، كل أسبوع كاين سؤال جديد!",https://www.facebook.com/OoredooDZ/posts/419782630622728?ref=embed_post,538,70,6,0,3,1,3,Ooredoo,2024-02-21,0,0,0,0,0,0,0,0,1
146,"ڨاع عندنا مجموعة تاع الأغاني نحبّو نسمعوها في الطريق!
مع ANAZIK تقدر تشكّل مجموعات أغاني كيما تحبّ.
المزيد من المعلومات على:
http://ore.do/vnedc
#Ooredoo #OoredooDZ #Music #ANAZIK",https://www.facebook.com/watch/?v=1397702777601975&ref=sharing,148,32,2,0,0,0,2,Ooredoo,2024-02-21,0,0,1,0,0,0,0,0,0
147,"Chaque jour, nous travaillons dur pour vous offrir le meilleur, et ce depuis 20 ans et nous continuerons à le faire
كل يوم، نعمل جاهدين من أجل تقديم الأفضل لكم وهذا منذ 20 سنة، وسنواصل مسيرتنا",https://www.facebook.com/watch/?v=771638378197157&ref=sharing,203,77,5,0,2,1,1,Ooredoo,2024-02-22,1,0,0,0,0,0,1,0,0
148,"20 سنة تاع Ooredoo ما يجوزوش بلا ما تربحكم هدايا !
لكل عملية تقومون بها في فضاءاتنا، رايحين يمدّولكم ملصق تخلّيوه عندكم وتلصقوه في سيارتكم أو هاتفكم، واللّي نلقاوه عندو يربح هدايا رائعة !
المزيد من المعلومات على 👇🏻
http://ore.do/celebration-20ans",https://www.facebook.com/watch/?v=310982838653906&ref=sharing,456,99,12,0,0,2,6,Ooredoo,2024-02-23,0,0,0,0,0,1,1,0,0
149,"Avec Dari Quiz, tu peux désormais réaliser ton rêve de gagner une belle maison ! Recharge 2000da, compose *523# et participe !
Plus d'informations sur: http://ore.do/dari-quiz
مع Dari Quiz، بإمكانك الآن تحقيق حلمك والفوز بشقة رائعة! قم بتعبئة 2000 دج فقط ،شكل وشارك في المسابقة! لا تُفوت هذه الفرصة!
المزيد من المعلومات على: http://ore.do/dari-quiz",https://www.facebook.com/OoredooDZ/posts/421020087165649?ref=embed_post,268,52,4,0,0,2,2,Ooredoo,2024-02-23,0,0,1,0,0,0,0,1,0
150,"إذا حبيتو تربحوا مع Ooredoo، ساهلة! ما عليكم غير تبعوا الخطوات اللي في الفيديو !
المزيد من المعلومات على 👇🏻
http://ore.do/celebration-20ans",https://www.facebook.com/watch/?v=1139112447447719&ref=sharing,271,54,6,0,0,0,1,Ooredoo,2024-02-24,1,0,0,0,0,0,0,0,0
151,"Appelez en illimité vers tous les réseaux et sans engagement avec Dima+ de Ooredoo
Plus d’informations sur : http://ore.do/dima-plus 
اتصلوا بشكل غير محدود نحو كل الشبكات وبدون التزام مع +Dima من Ooredoo
المزيد من المعلومات على  http://ore.do/dima-plus",https://www.facebook.com/OoredooDZ/posts/422129560388035?ref=embed_post,362,56,5,0,0,4,1,Ooredoo,2024-02-25,0,0,0,0,1,0,0,0,0
152,"مع تطبيق My Ooredoo، تحكّموا في حسابكم بكل سهولة!
العروض، والاشتراكات، والمزايا، والدفع الإلكتروني، كلها متوفرة في
تطبيق واحد!
المزيد من المعلومات على:
http://ore.do/my-ooredoo
#Ooredoo #OoredooDZ #MyOoredoo #Easy",https://www.facebook.com/OoredooDZ/posts/422661677001490?ref=embed_post,231,47,3,0,0,4,1,Ooredoo,2024-02-26,0,0,1,0,1,0,0,0,0
153,"مازال عندك الفرصة باش تربح إلى غاية 30Go إنترنت مع لعبة SPIN and WIN !
حمّل تطبيقMy Ooredoo على
http://ore.do/y",https://www.facebook.com/watch/?v=929175128708070&ref=sharing,277,54,8,1,0,5,1,Ooredoo,2024-02-27,0,0,0,1,0,0,0,1,0
154,"تقرّبوا أكثر من أحبابكم مع اشتراك Smart 200 واستفيدوا من إنترنت ومكالمات نحو Ooredoo غير محدودين بـ 200 دج فقط لليوم !
المزيد من المعلومات على:
http://ore.do/forfait-appels 
#Ooredoo #OoredooDZ #Free #Smart",https://www.facebook.com/OoredooDZ/posts/423741236893534?ref=embed_post,216,35,2,0,0,7,0,Ooredoo,2024-02-28,0,0,1,0,1,0,0,0,0
155,"قولولنا في التعليقات واشنو هو آخر عرض شريتوه من عند
Ooredoo؟
اطّلعوا على جميع عروضنا هنا:👇
https://www.ooredoo.dz/fr/particuliers
#Ooredoo #OoredooDZ #Offres #Services
#Apps",https://www.facebook.com/OoredooDZ/posts/424265730174418?ref=embed_post,294,37,6,0,2,4,2,Ooredoo,2024-02-29,0,0,1,0,1,0,0,0,0
156,"نقدّمولكم أفضل FAN لهاذ الأسبوع!
بفضل ثقتكم، نحن نمضي نحو الأفضل❤ 
#Ooredoo #OoredooDZ #Fan #Fan_of_the_week",https://www.facebook.com/OoredooDZ/posts/pfbid032WQ6WpQickhyXX5iZ8DrNALvwF8igtoqZbugx4S2HdoUwXtvnbpUfEKMnY3Abs2Fl?rdid=KnLcPJ7QUwJ5ytAq#,385,100,15,0,0,4,7,Ooredoo,2024-03-03,0,0,0,1,0,0,1,0,0
157,"En ce mois de charité et de bienveillance, pour tout rechargement de 2000 DA ou plus, Ooredoo fait don de 20 DA au profit du Croissant-Rouge Algérien
Plus d'informations sur: www.ooredoo.dz
في شهر الخير والرحمة ولكل تعبئة بـ 2000 دج أو أكثر، Ooredoo تتبرع بـ 20 دج لفائدة الهلال الأحمر الجزائري.
المزيد من المعلومات على: www.ooredoo.dz",https://www.facebook.com/watch/?v=3640599802819026&ref=sharing,118,22,2,0,1,3,2,Ooredoo,2024-03-11,0,0,0,0,1,0,1,0,0
158,"ابقوا على اتصال دائم وشاركوا فرحة العمرة مع حبابكم بفضل اشتراكات التجوال المتميزة لـ Ooredoo
المزيد من المعلومات على: http://ore.do/forfaits-voyage",https://www.facebook.com/share/v/1AhXf8t1vW/,117,37,3,0,1,1,0,Ooredoo,2024-03-11,0,0,0,0,1,0,0,0,0
159,"مسابقة رنيني راهي عادوت ولات، جربوا حظكم للفوز بعمرة لشخصين وهذا بتحميل رنّة انتظار إسلامية مجانًا
المزيد من المعلومات على: http://ore.do/ranini",https://www.facebook.com/share/v/1CbQeFiJpy/,284,53,7,0,0,2,1,Ooredoo,2024-03-11,0,0,0,0,0,0,0,1,1
160,"قد ما تتطوّر التكنولوجيا، تبقى حلاوة رمضان في اللّمة تاع العائلة اللّي تقرّبها Ooredoo من خلال مضاعفة 
حجم الإنترنت على My Ooredoo
حمّل تطبيق My Ooredoo على 👇🏻
http://ore.do/y",https://www.facebook.com/share/v/17yE3dG6mz/,200,50,4,0,0,2,1,Ooredoo,2024-03-12,0,0,1,0,1,0,0,0,0
161,"مبروك على الفائزين اللّي لعبوا معنا و ربحوا 
@Zine Korichi
@abdodza11",https://www.facebook.com/share/p/19S2xPBZm4/,251,28,2,0,2,16,4,Ooredoo,2024-03-12,1,0,0,0,0,0,0,0,0
162,"في شهر الخير والرحمة ولكل تعبئة بـ 2000 دج أو أكثر، Ooredoo تتبرع بـ 20 دج لفائدة الهلال الأحمر الجزائري.
المزيد من المعلومات على: www.ooredoo.dz",https://www.facebook.com/share/v/154FUiPdu3/,186,42,4,0,0,2,2,Ooredoo,2024-03-13,0,0,0,1,1,0,0,0,0
163,"استمتعوا بسهرات رمضان مع الأحباب وابقاو متّصلين باللّي بعاد بفضل حجم الإنترنت المضاعف على My Ooredoo
حمّل تطبيق My Ooredoo على 👇🏻
http://ore.do/y",https://www.facebook.com/share/v/19jtMNqzrT/,273,57,6,1,0,2,2,Ooredoo,2024-03-13,0,0,0,0,1,0,0,0,0
164,Explorez le large éventail de rubriques aux contenus riches de Ramadhaniyate ! Le portail SMS qui vous accompagne pendant le Ramadhan.,https://www.facebook.com/share/p/1AyKzWgLMY/,173,36,1,0,0,1,0,Ooredoo,2024-03-14,0,0,0,0,0,0,1,0,0
165,"Le jeu Slide & Win est de retour ! Suivez votre feuilleton préféré ce Ramadhan, trouvez le code et tentez de gagner 1000 DA de crédit ! Le 20e heureux gagnant empochera un crédit X2 !
Télécharge My Ooredoo sur : http://ore.do/y
لعبة Slide & Win راهي عاودت ولات! تابعوا مسلسلكم المفضل هذا رمضان، ألقاو الرمز وجربوا حظكم لربح 1000 دج رصيد! الفائز المحظوظ رقم 20 رايح يستفاد من رصيد X2!
حمل تطبيق My Ooredoo على:  http://ore.do/y",https://www.facebook.com/share/v/186XMkweLt/,196,38,4,0,2,3,1,Ooredoo,2024-03-14,0,0,1,0,0,0,0,1,0
166,"مبروك للفائز بالعمرة في مسابقة رنيني.
جربوا حظكم للفوز بعمرة لشخصين وهذا بتحميل رنّة انتظار إسلامية مجانًا
المزيد من المعلومات على: http://ore.do/ranini",https://www.facebook.com/share/p/19bUwY3JW4/,451,95,9,0,1,0,1,Ooredoo,2024-03-15,0,0,0,0,0,0,1,1,0
167,"الحماس تاع الألعاب وحدو، بصّح مليح الواحد يحبس شوية ويستمتع بوقتو مع عايلتو، خصوصا كي يكون متأكد بلّي الإنترنت تاعو مضاعف على My Ooredoo
حمل تطبيق My Ooredoo على:  http://ore.do/y",https://www.facebook.com/share/v/15RTwxxkg9/,180,39,0,0,0,2,0,Ooredoo,2024-03-15,0,0,1,0,1,0,0,0,0
168,"Ooredoo a accompagné l’Organisation Nationale des Aveugles Algériens (ONAA), à l’occasion de la Journée nationale des personnes handicapées célébrée le 14 mars de chaque année.
رافقت Ooredoo المنظمة الوطنية للمكفوفين الجزائريين، بمناسبة احياء اليوم الوطني للأشخاص ذوي الإعاقة الذي يصادف الـ 14 مارس من كل سنة.",https://www.facebook.com/share/p/15Np25n6NT/,194,35,3,0,2,0,0,Ooredoo,2024-03-16,1,0,0,0,0,0,1,0,0
169,"اللّمة تاع رمضان تحلى كي نشاركوها بفضل حجم الإنترنت المضاعف على My Ooredoo
حمل تطبيق My Ooredoo على👇🏻
 http://ore.do/y",https://www.facebook.com/share/p/17xhRx5zVd/,252,51,5,0,0,0,0,Ooredoo,2024-03-16,0,0,0,0,1,0,0,0,0
170,"مبروك على الفائزين!
العبوا معنا كل يوم خميس وجربوا حظكم باش
تربحوا نتوما تاني
ابقوا متصلين بالصفحة !",https://www.facebook.com/share/p/1EzKDmyjjY/,499,63,6,0,2,2,4,Ooredoo,2024-03-17,0,0,0,0,0,0,0,0,1
171,"استفيدوا من محتويات متنوعة لكل أفراد العائلة مع بوابة الرسائل القصيرة ""رمضانيات""، رياضة وبوقالات ونصائح مطبخية وغيرها من الأركان في انتظاركم!",https://www.facebook.com/share/p/18EeC6TCKf/,162,33,1,0,0,4,0,Ooredoo,2024-03-18,0,0,0,0,0,0,1,0,1
172,"🤩 
حجم إنترنت مضاعف على My Ooredoo !
استمتعوا هذا رمضان مع صحابكم بمضاعفة الانترنت 
ما عليكم غير تحملوا التطبيق على👇🏻
 http://ore.do/y",https://www.facebook.com/share/p/15R6SfcJHy/,247,43,3,0,0,5,1,Ooredoo,2024-03-19,0,0,0,0,1,0,1,0,0
173,"مبروك على الفائزين اللّي لعبوا معنا و ربحوا
@ Sam Sam
@sa_l_ma__2
إبقاو متصلين بالصفحة باش يلحقكم الجديد وكامل les quiz",https://www.facebook.com/share/p/1C6NHZqagp/,642,88,4,0,5,2,3,Ooredoo,2024-03-19,0,0,0,0,0,0,0,0,1
174,"مع شاهد وOoredoo، استمتعوا بأجمل ما أنتجت السينما العربية !
 شكّلوا *151# لشراء اشتراككم!
المزيد من المعلومات على http://ore.do/shahid-dz :",https://www.facebook.com/share/v/15LEGGaUd2/,201,44,2,0,0,1,0,Ooredoo,2024-03-20,0,0,1,1,0,0,0,0,0
175,"Ooredoo en collaboration avec la Fondation ""Ness El Khir"", organisent pendant tout le mois de Ramadhan,  une opération de distribution de repas chauds à emporter, en faveur des jeûneurs et des démunis.
تنظم Ooredoo بالشراكة مع مؤسسة ""ناس الخير""، طيلة شهر رمضان المبارك، عملية توزيع وجبات إفطار ساخنة لفائدة الصائمين والمعوزين.",https://www.facebook.com/share/p/19QBk7aXrd/,264,67,5,0,0,1,0,Ooredoo,2024-03-21,0,0,0,0,1,0,1,0,0
176,"أجواء رمضان نعيشوها خير كي نتقاسموها مع العائلة والأحباب !
وعلى هذا، رايحين نستنّاوكم في الإفطار MEGA FTOUR اللّي تنظموا Ooredoo في 22 مارس بالبريد المركزي بالجزائر.
أرواحوا تشاركونا فرحة اللّمة !",https://www.facebook.com/share/p/1DfZaXW3TB/,201,53,5,0,0,1,0,Ooredoo,2024-03-21,0,0,0,0,1,0,1,0,0
177,"Ooredoo et l’Association Nationale du Volontariat, ont lancé, ce Mercredi 20 mars 2024, une opération de solidarité pour la distribution de couffins en faveur des familles nécessiteuses à travers plusieurs wilayas.
 أطلقت Ooredoo و الجمعية الوطنية للعمل التطوعي، هذا الأربعاء 20 مارس 2024، عملية تضامنية لتوزيع قفف رمضان لفائدة العائلات المحتاجة عبر عدة ولايات.",https://www.facebook.com/share/p/1AhPvxgeWP/,194,41,6,0,0,3,0,Ooredoo,2024-03-23,0,0,0,0,1,0,1,0,0
178,"Retour en vidéo sur l’opération de distribution de repas chauds  en faveur des jeûneurs et des démunis, initiée par Ooredoo et la fondation « Ness El Khir » pendant tout le mois de Ramadhan.",https://www.facebook.com/share/v/15QSW9iciL/,177,55,5,0,0,3,0,Ooredoo,2024-03-24,0,0,0,0,1,0,1,0,0
179,"إثارة الألعاب تتعاش مع الأحباب، خاصة كي Ooredoo تضاعف الإنترنت على My Ooredoo! 
ما عليكم غير تحملوا التطبيق على  http://ore.do/y",https://www.facebook.com/share/p/1KGHZQuXex/,208,46,6,0,0,0,1,Ooredoo,2024-03-26,0,0,0,0,1,0,1,0,0
180,"مع Ooredoo ديما رابحين !
وجّدنا لكم حاجة جديدة باش تربحوا، أستناونا !",https://www.facebook.com/share/v/1Bc7FtdDPx/,625,125,14,0,1,1,1,Ooredoo,2024-03-27,0,0,0,1,0,0,1,0,0
181,"عشنا مع بعض أجواء رمضانية رائعة من خلال الإفطار MEGA FTOUR اللّي دارتو Ooredoo يوم 22 مارس.
كبار وصغار، جاو باش يتشاركوا الفطور وفرحة اللّمة مع عائلات أخرى.
انتوما ثاني، إذا حبّيتوا تعيشوا معانا هاذ التجربة الرائعة، انضمّوا إلينا يوم 29 مارس في البريد المركزي !",https://www.facebook.com/reel/954679512980806,280,40,7,1,1,0,0,Ooredoo,2024-03-28,0,0,0,0,1,0,1,0,0
182,"ضاعفوا اشتراك الإنترنت الخاص بكم خلال شهر رمضان على ! My Ooredoo
حمّلوا تطبيق My Ooredoo على 👇🏻
http://ore.do/y",https://www.facebook.com/watch/?v=1932451860505702&ref=sharing,148,35,3,0,0,2,0,Ooredoo,2024-03-28,0,0,0,0,1,0,0,0,0
183,"أنتم من عشاق السينما العربية؟ حمّلوا التطبيق شاهد واستمتعوا بأفضل الأفلام والمسلسلات!
شكّلوا *151# لشراء اشتراككم!
المزيد من المعلومات على http://ore.do/shahid-dz",https://www.facebook.com/OoredooDZ/posts/441399288461062?ref=embed_post,215,46,5,0,0,1,0,Ooredoo,2024-03-30,0,0,1,0,0,0,1,0,0
